,Text,Annotation,Show
504,Sometimes I crymyself to sleep.,neutral,That 70s Show
505,We have reason to believeit's been tampered with.,neutral,That 70s Show
506,Red fed you the Band-Aid.,neutral,That 70s Show
507,- That's gonna be huge in the morning.- Huger than my boobs?,sexist,That 70s Show
508,you're really not having any fun?,neutral,That 70s Show
509,She's either alesbian or a robot.,neutral,That 70s Show
510,If you turn it over the little car parallel parks.,neutral,That 70s Show
511,Well  I'm more activewith a burger in me.,neutral,That 70s Show
512,You're not going.,neutral,That 70s Show
513,Now crawl away from me.Ooh  sexy.,sexist,That 70s Show
514,Oh  yeah.,neutral,That 70s Show
515,tape of this thatI could laugh at?,neutral,That 70s Show
516,You knowwhat I got?,neutral,That 70s Show
517,You undressed yourself you son of a bitch!,sexist,That 70s Show
518,Empty pool  empty house  full keg.,neutral,That 70s Show
519,and him only working part-time.,neutral,That 70s Show
520,"And add  ""you son of bitch.""",sexist,That 70s Show
521,Pies?,neutral,That 70s Show
522,It's the Blessed Virgin of Yorba Linda.,neutral,That 70s Show
523,It's in a quiet building,neutral,That 70s Show
524,No way!,neutral,That 70s Show
525,I'm not Forman!,neutral,That 70s Show
526,You can't go to California.,neutral,That 70s Show
527,will be blown out by the wind of death.,neutral,That 70s Show
528,about The Incred/ble Hulk.,neutral,That 70s Show
529,Put that down.Okay  give it to me.,neutral,That 70s Show
530,Eric  let's not waste timetalkin' about this.,neutral,That 70s Show
531,It wouldn't have worked outwith her and me anyway.,neutral,That 70s Show
532,You know what  Dad?I got this.,neutral,That 70s Show
533,Fez  you know I've had a lot of fun hanging out with you.,neutral,That 70s Show
534,Oh  my golly.They gave you a boxful of money.,neutral,That 70s Show
535,You wouldn't stray.You've got too much character.,neutral,That 70s Show
536,More food for me.,neutral,That 70s Show
537,I don't think I like the idea of you twogoing out to lunch together.,neutral,That 70s Show
538,- - ,neutral,That 70s Show
539,- Get off me  man.- No  you let me love you  orphan boy!,neutral,That 70s Show
540,I know  I love this shirt.,neutral,That 70s Show
541,No  Jackie,neutral,That 70s Show
542,A pizza.,neutral,That 70s Show
543,she might rip his clothes offand have sex with him right there on the rink.,sexist,That 70s Show
544,Yes!,neutral,That 70s Show
545,I think therapy's gonna like you.,neutral,That 70s Show
546,- Mom?- That's right  Kitty.,neutral,That 70s Show
547,Are you kidding?,neutral,That 70s Show
548,I choose boobs.,neutral,That 70s Show
549,Baggie!,neutral,That 70s Show
550,With all that sadness do you not also get needy?,neutral,That 70s Show
551,'Cause you can't have her 'cause you lost her  'cause you're stupid.,neutral,That 70s Show
552,I forgive you  dumb ass...,neutral,That 70s Show
553,No reason.,neutral,That 70s Show
554,Hello  Julie!,neutral,That 70s Show
555,Who would have thought she wouldrather go to a nice restaurant...,neutral,That 70s Show
556,Look at thetwo of you.,neutral,That 70s Show
557,Damn Cosmo.,neutral,That 70s Show
558,I'm sorry I had to see that.,neutral,That 70s Show
559,I'll put up with it.,neutral,That 70s Show
560,Yeah.,neutral,That 70s Show
561,No one's making me go that's for sure.,neutral,That 70s Show
562,You see what I live with?,neutral,That 70s Show
563,Remember  Red...,neutral,That 70s Show
564,breaking up with himwas the best thing I ever did.,neutral,That 70s Show
565,Because I want to get there in one piece.,neutral,That 70s Show
566,- Okay.- Hmm.,neutral,That 70s Show
567,if I knock somebody else up you're totally on the list.,neutral,That 70s Show
568,What do you think he's doing everywednesday night when he's not with you?,neutral,That 70s Show
569,That was your Aerosmith?,neutral,That 70s Show
570,Donna  I love you.,neutral,That 70s Show
571,Well  he did shoot me so we know he's good with guns.,neutral,That 70s Show
572,Kitty...,neutral,That 70s Show
573,and... and clothe him...,neutral,That 70s Show
574,50 bucks buys me beerfor a week.,neutral,That 70s Show
575,Jackie  he owns a chainof record stores.,neutral,That 70s Show
576,Cocoa Puff!,neutral,That 70s Show
577,If the vacuumreally was bugged,neutral,That 70s Show
578,So  what do you wanna dofor the next two hours?,neutral,That 70s Show
579,cheeseburgers clenchedin your fat American fists!,neutral,That 70s Show
580,Wow. That kid's gonna love it here.,neutral,That 70s Show
581,"Head east when it gets different.""",neutral,That 70s Show
582,You probably thought I was  like...,neutral,That 70s Show
583,"Me no ""understando.""",neutral,That 70s Show
584,So  what do you say...,neutral,That 70s Show
585,I'll get it.,neutral,That 70s Show
586,Hey! That's a craps table.,neutral,That 70s Show
587,with a woman.,neutral,That 70s Show
588,- Hey.- Hey.,neutral,That 70s Show
589,What are you doing here? Who cares?,neutral,That 70s Show
590,Good God  Kitty.,neutral,That 70s Show
591,Sully must love Bingo.,neutral,That 70s Show
592,How come you guys always have pacts?You never give me a pact.,neutral,That 70s Show
593,This is myfavorite thing ever.,neutral,That 70s Show
594,That's it  I'm cutting class every day!,neutral,That 70s Show
595,she walks into mine  only to walk right back out again.,neutral,That 70s Show
596,You know  you act like you'reall about brute force,neutral,That 70s Show
597,if you say Space Santa I'm gonna kick you in the head.,neutral,That 70s Show
598,You know  at first  I thought it was greatmy dad had a friend.,neutral,That 70s Show
599,When does the boat get here  whore?,sexist,That 70s Show
600,Mrs. Forman?,neutral,That 70s Show
601,Hopefully  Forman'llget blamed for that too.,neutral,That 70s Show
602,Sometimes.,neutral,That 70s Show
603,Anyway Eric,neutral,That 70s Show
604,Yes  it is.,neutral,That 70s Show
605,That is not what you saidTo me in bed last night.,neutral,That 70s Show
606,Okay...,neutral,That 70s Show
607,I was a passerby.,neutral,That 70s Show
608,I mean  picking Fezover me? Me?,neutral,That 70s Show
609,"Well  how are youthe morning?",neutral,That 70s Show
610,Oh  crap. I just threw my keys into the woods!,neutral,That 70s Show
611,It's not gonna bother me.,neutral,That 70s Show
612,Oh  um  I don't know.I was with Eric all night.,neutral,That 70s Show
613,What?,neutral,That 70s Show
614,Fine.,neutral,That 70s Show
615,I can't even tellif he's wearing underwear.,neutral,That 70s Show
616,You're right  Hyde.,neutral,That 70s Show
617,or you can switch to girls.,neutral,That 70s Show
618,Oh  Fez  you shouldhave been there.,neutral,That 70s Show
619,Okay you're all packed.,neutral,That 70s Show
620,"makes it impossiblefor her to say  ""I love you.""",neutral,That 70s Show
621,Yeah. Ointmenttook care of that  though  right?,neutral,That 70s Show
622,I still don't think weshould get involved in this.,neutral,That 70s Show
623,Shut up.,neutral,That 70s Show
624,"and I've never heard you say  ""I hopethere's another job out there for you.""",neutral,That 70s Show
625,Okay.,neutral,That 70s Show
626,No.,neutral,That 70s Show
627,not that.,neutral,That 70s Show
628,For your information the stolen moneywas hidden in the grandfather clock! Who's the loser now?,neutral,That 70s Show
629,I got a lot to look forward to.,neutral,That 70s Show
630,I thought we were in love.,neutral,That 70s Show
631,He would have told meif he was leaving town.,neutral,That 70s Show
632,Okay  all I know is...,neutral,That 70s Show
633,The base of the sign'sall cracked.,neutral,That 70s Show
634,Oh  Steven got a letterfrom Department of Motor Vehicles.,neutral,That 70s Show
635,because I know that you don'tlike such small  smelly places.,neutral,That 70s Show
636,Now you follow me.,neutral,That 70s Show
637,Well...,neutral,That 70s Show
638,Well  it's between that or one of thoseshirts that makes him look all muscley.,neutral,That 70s Show
639,All right  freeloaders.Let's move it on over to Bob's.,neutral,That 70s Show
640,I do deserve this!,neutral,That 70s Show
641,No.,neutral,That 70s Show
642,"Are you telling me  ""no""?",neutral,That 70s Show
643,"You know  I think he's self-consciousbecause he can't roll his ""R""s.",neutral,That 70s Show
644,I know she's gonna wannatalk about it a lot.,neutral,That 70s Show
645,Well yeah  I...,neutral,That 70s Show
646,Look  a lot of people don't know this aboutus  but Jackie's pretty much in charge.,neutral,That 70s Show
647,You're an emotional tool  Marty.,neutral,That 70s Show
648,We got Alice Cooperdroppin' by any minute...,neutral,That 70s Show
649,Well  yes  Santa it's good to see you.,neutral,That 70s Show
650,- you know  you said you loved me.- Yeah.,neutral,That 70s Show
651,I really taught him something.Y'know I think I'm beginning to feel the Christmas sprit.,neutral,That 70s Show
652,I don't know what's in that orange juice but I'm gonna pour myself a glass.,neutral,That 70s Show
653,Oh  oh  there'sStacy Wanamaker.,neutral,That 70s Show
654,Oh  a little of this  a little of that.Which reminds me.,neutral,That 70s Show
655,Help me grab the beerout of the car.,neutral,That 70s Show
656,How goodare crepes?,neutral,That 70s Show
657,I'll get rid of the pit  but I wantthat entire wall covered in Zeppelin.,neutral,That 70s Show
658,Well  I would have beenway sneakier about it.,neutral,That 70s Show
659,I just wanted to say...,neutral,That 70s Show
660,Go away  Michael.,neutral,That 70s Show
661,Steven,neutral,That 70s Show
662,I can't forget my book.You know,neutral,That 70s Show
663,And maybe even friends.,neutral,That 70s Show
664,No  no  it's nothing.,neutral,That 70s Show
665,Yeah  I know.But they're married.,neutral,That 70s Show
666,But...,neutral,That 70s Show
667,Please. I have three of those.,neutral,That 70s Show
668,Hey  look here.,neutral,That 70s Show
669,the last thing I said to her was:,neutral,That 70s Show
670,Yeah  I?m a good kisser,neutral,That 70s Show
671,Okay  imaginewith your eyes open.,neutral,That 70s Show
672,But we can't controlwhat happens to us.,neutral,That 70s Show
673,It's all just a trap  man.,neutral,That 70s Show
674,Cool.,neutral,That 70s Show
675,-  You get off my daughter.!-  Bob.! What the hell?,neutral,That 70s Show
676,That didn't go that great.,neutral,That 70s Show
677,I am so glad I did not pull downCaroline's pants.,neutral,That 70s Show
678,I think you're drunk.,neutral,That 70s Show
679,'cause he can't competewith Price Mart.,neutral,That 70s Show
680,- I knew you wanted one.- I can't believe that you got me... a rain coat!,neutral,That 70s Show
681,- Yeah  but her boobs are huge.- So?,sexist,That 70s Show
682,Boys and girls I'm sorry.,neutral,That 70s Show
683,but first I'm gonna take off everythingbut my cowboy boots.,neutral,That 70s Show
684,Nice  Kelso. She's got Brooke's eyes,neutral,That 70s Show
685,Hey  you know what show I love?,neutral,That 70s Show
686,Grandma! Why don't we go into theliving room and I'll rub your feet.,neutral,That 70s Show
687,The one I picked had dragons on it.,neutral,That 70s Show
688,I wasn't being a bitch was I?,sexist,That 70s Show
689,you know  I just remembered...,neutral,That 70s Show
690,if I grew up with nothing and found out I had a dad with money,neutral,That 70s Show
691,I mean I don't want a party.,neutral,That 70s Show
692,Really?,neutral,That 70s Show
693,But you forgave him.,neutral,That 70s Show
694,We stole the moneyfrom your secret stash...,neutral,That 70s Show
695,Rhonda?How'd you get in here?,neutral,That 70s Show
696,Hello  Wisconsin!,neutral,That 70s Show
697,No  I've seen her vacuumin her underwear.,neutral,That 70s Show
698,Oh  Donna is gonna loveyou making dinner for her.,neutral,That 70s Show
699,And then she said that if I wanted him I'd have to fight for him.,neutral,That 70s Show
700,Shove it in  all about,neutral,That 70s Show
701,Whoa  Mom. Ease up  okay?,neutral,That 70s Show
702,- Eric  what are you doing here?- I'll tell you what I'm doing here  Donna.,neutral,That 70s Show
703,Um-,neutral,That 70s Show
704,Look  Kitty.,neutral,That 70s Show
705,So I've narrowed it down to two reasonswhy Angie might have broken up with me.,neutral,That 70s Show
706,No  he is smiling.,neutral,That 70s Show
707,I'll find out what they are,neutral,That 70s Show
708,Jackie  listen.There's an old saying:,neutral,That 70s Show
709,Man  he's the best.,neutral,That 70s Show
710,crazy girlfriend.,neutral,That 70s Show
711,that... I love her.,neutral,That 70s Show
712,I am exhausted. That is sweaty work.,neutral,That 70s Show
713,What  Leo?,neutral,That 70s Show
714,Oops.,neutral,That 70s Show
715,Come on  it's Christmas.,neutral,That 70s Show
716,Wife swapping,neutral,That 70s Show
717,Your story is just a pathetic attempt torewrite history and make yourself look good.,neutral,That 70s Show
718,Oh  Casey!,neutral,That 70s Show
719,- What?- Nothing.,neutral,That 70s Show
720,Okay  my character'sactually a dancer...,neutral,That 70s Show
721,Buddy got...,neutral,That 70s Show
722,- That's a good idea.- No!,neutral,That 70s Show
723,bathroom-experiment,neutral,That 70s Show
724,mostly because they're disgustingand I don't wanna know them.,neutral,That 70s Show
725,All right  hand over my preserves.,neutral,That 70s Show
726,I'd have you strip downfor a complete physical.,neutral,That 70s Show
727,But these naked ones of youare far more interesting  man.,neutral,That 70s Show
728,It turns out thereis no spare tire.,neutral,That 70s Show
729,I never thought I?d say this...,neutral,That 70s Show
730,I just wanna pop that inflatable bitchand watch her fly around the room.,sexist,That 70s Show
731,This is all your fault.,neutral,That 70s Show
732,"Hey  Kelso.",neutral,That 70s Show
733,So  we've decided to move awayas soon as we graduate.,neutral,That 70s Show
734,Because I don't do that.,neutral,That 70s Show
735,You know  none of this isas bad as Hyde not telling me.,neutral,That 70s Show
736,Um  I brush my teeth with Colgate it is the only thingthat cuts through the  um  milk duds,neutral,That 70s Show
